,text
18031,aguardando a materia de voces sobre a denuncia dos procedimentos protocolar da sua jornalista Patricia Campos Melo Esquerdista denunciada na CPI das FAKES ou irao ignorar e dizer que ele esta mentindo QUEM COM FERRO FERE COM FERRO SERA FERIDO
18032,Atacar a honra de uma mulher e uma das coisas mais sujas e rasteiras que um homem pode fazer Espero que seja tudo mentira o que esse cara fez e falou hoje na CPMI contra a jornalista fico com pena dela mas a Folha de Sao Paulo que se fo#
18033,Testemunha da CPMI das fake news se sentiu confortavel pra caluniar uma jornalista e em seguida foi endossada pela familia Bolsonaro deputados da base e o gado em peso Vale mesmo fazer vista grossa pra essa gente desonesta e sem escrupulos em nome da agenda do Guedes Folha
18034,Gravissimo e voce ser jornalista Isso realmente e imperdoavel ate
18035,Se a admite que a reporter nao escreveu que o disparo partiu da campanha de no desmentido de hoje do jornal de onde a jornalista tirou que empresarios bancaram disparos em massa para a campanha de Bolsonaro E fake news em cima de fake news
18037,A jornalista e a Folha tem todos os registros das comunicacoes com esse tal Hans Mas ele so tem a propria covardia
18038,Jornalista ou putinha da folha
18039,O jornalista se acha um superheroi Ja o veiculo de midia se acha um Deus
18040,GENTE AQUI UM JORNALISTA DE VERDADE JA DESMASCAROU
18041,A historia contada por Hans River pareceu oportunidade de quebrar o jugo do PT e da Folha de Sao Paulo Ele disse que a jornalista estava interessada em usa lo contra Bolsonaro Os grandes jornais precisam de novos gerentes Perderam o caminho
18042,Lembrando dessa excelente thread da jornalista Patricia Campos Melo da Folha publicada no final de 2018 Dez perguntas sem respostas sobre fake news eleicoes e Bolsonaro E disso que eles morrem de medo
18044,Ex funcionario de empresa que fez disparos em massa na internet mente e ataca jornalista da Folha
18045,So quem acredita nas provas da e se solidarizam com a pobre jornalista ofendida sao os petralhas e os colegas do folha e do intercept Bem sintomatico Depois se queixam se vao a falencia por falta de leitores
18046,Gzuissssss Esta cada vez pior para essa jornalista da
18047,Tem provas que o entao candidato pagou para disparar fake news no whats Tem no maximo conversa da jornalista e sua fonte que fiz que tem isso e aquilo e por ai vai que alguem mentiu nao tenho duvidas e cabera a policia e a justica verificar se foi a fonte a jornalista ou os dois
18048,Jornalista aplica p ra da Furo E muito amor a profissao
18049,A sua jornalista e na verdade uma prostituta Lixo de imprensa voces sao
18050,Acreditar nessa jornalista e na Folha nessa altura do campeonato e acreditar em mula sem cabeca
18052,Patricia Campos Melo As instituicoes de justica que ainda estao funcionando Ja emitiram a ordem de prisao do mentiroso da YaCOWS Que depos hoje na CPMI das FakeNews e ainda insultou uma jornalista da
18054,Sobre essa polemica com a jornalista da Folha tudo comecou com essa materia de 18 10 2018 em que empenhados jornalistas tentavam encontrar algum indicio de fraude eleitoral para comprometer a iminente vitoria de Bolsonaro
18055,A esquerda e oposicao fala o que quer Nao da para misturar o trabalho jornalistico com a narrativa da oposicao Tem varias materias que fala de disparos do PT se o PT nao assume a culpa nao e do jornalista
18056,Tambem desaprovo o que estao fazendo com a jornalista da folha E a barbarie Mas e fato que a mesma midia alimentou ou passou pano para essa barbarie quando foi contra a Damares e outras Porque esse pessoal achava que o feitico nao ia pegar neles Como cobrar o que nao deram
18057,Agora Hans e esta sendo atacado pela folha e jornalistas Como assim Jornalista no Brasil nao busca a verdadeira se acha o dono dela
18058,Tirando o corporativismo e a defesa incondicional da mulher tem algum fato concreto Essas imagens e materia e um monte de nada Quero defender a jornalista tambem mas ela precisa ajudar usando a verdade Nao
18059,Entao a Folha nunca teve provas contra Bolsonaro Hans e um mentiroso no qual a folha fez uma reportagem com Base em mentiras Um negro e chamado de favelado por um Petista e e o filho do Bolsonaro o errado por querer levar a Jornalista a CPI voces sao imundos
18060,ESTRAGARAM O BRINQUEDO DA TABATA O circo da censura foi desmontado Randolfe irado c Weintraub Hans desmente jornalista da Folha e acusa PT EIke diz que pagou 20 milhoes pro Aecio a voz d porteiro nao e d porteiro Doria culpa S Pedro
18061,Quem foi a jornalista da que queria dar o FURO entroca DO FURO Fiquei curioso
18062,Menos Playmobil bem menos a folha e a jornalista foram desmascarados agora que paguem na justica pela materia caluniosa que fizeram
18063,A jornalista que transa com o informante nao e crime e prostituta mesmo As jornalistas da Folha se prostituem para obter informacoes
18064,Ele nao chamou a jornalista pro show Leia de novo
18065,Sabe Acabei um ataque de um membro do MBL contra nos bolsonaristas Sobre o depoimento do Hans River Ele esta defendendo a folha e a jornalista
18066,HANS Tanto que quando bateu o dia seguinte eu tava em casa e falei vou na Folha de S Paulo para saber se ela realmente e jornalista e se ela trabalha la Quando eu cheguei na Folha de S Paulo fui tratado de uma maneira assim tipo mas ninguem te chamou aqui
18067,E a jornalista publicou mesmo a fonte desistindo e pedindo para parar que coisa hein Cade a etica com a fonte
18068,Folha fez uma materia defendendo Patricia Campos Melo a jornalista que inventou o caixa 2 do Bolsonaro e nao provou das acusacoes do Hans River chamado pelo PT pra depor na CPI Mas NINGUEM acredita mais na Folha O monopolio da mentira esta cada dia mais fraco e tende a ruir
18069,A Folha no fundo nem chegou a dar a importancia que deveria a materia da jornalista Patricia Nao vai ser agora que vai esquentar a cuca
18071,Hoje uma jornalista MULHER da Folha foi acusada por Dudu B no plenario da de ter praticado assedio sexual em cima do tal Hans River para obter informacoes sobre os disparos de Fake News durante a campanha de Bolsonaro e tudo muito NOJENTO eles nao prestam
18072,a Folha precisou ver sua Jornalista ser atacada no congresso pra acordar do coma
18073,Entao a jornalista usou sua condicao de mulher para tentar uma seducao sutil que abrisse a boca do entrevistado Isto e ensinado no manual de estilo da folha
18074,Metam um processo no rabo desse jornalista e dos que deram RT
18075,Me passem o contato dessa jornalista tenho varios laptops para ela Laptop X Sexo
18076,Nao estao acreditando no Hans e estao aguardando o contra ataque da jornalista e Folha Aguarda os jornalistas comprometidos com a verdade
18077,Dessa historia eu so espero o seguinte Que o sujeito mentindo em CPMI seja proporcionalmente punido E que TODAS as pessoas difamando a jornalista sejam igualmente processados e paguem por seus equivocos
18078,A Vera M virou advogada de defesa da tal jornalista da Folha esta defendendo com unhas e dentes k
18079,O cara falou que nunca passou informacoes e nao conversou com a jornalista os audios mostram ele autorizando o uso do seu nome E surdez ou retardo
18080,Ate agora nao vejo as provas da acusacao da jornalista na epoca das eleicoes Entre voces e o rapaz estou a acreditar nele voces nao passam credibilidade
18081,Que este fato com Hans e demais jornalista sirvam de exemplo para as escolhas de suas fontes de informacoes e que publiquem algo alem de uma conversa mas que coloquem provas de suas acusacoes Estamos com o saco cheio de materias vazias
18082,O jornalismo ja foi capaz de se aliar a quadrilha de hackers p atacar o gov Bolsonaro Mas nao quero crer que uma jornalista nem mesmo da Folha seja capaz de se prostituir p esse fim Ai ja e demais Agora nao sejamos injustos a nao subscreveu a afirmacao
18083,E MUITO GRAVE Como prometido a jornalista Patricia Campos Melo da Folha de Sao Paulo publicou reportagem mostrando todas as mentiras da testemunha da CPMI com audio foto print screns e planilha que comprovou esquema de disparo ilegal de fake news
18084,A jornalista da Folha que publicou aquela materia acusando a campanha de Bolsonaro de fazer disparos em massa no WhatsAp
18085,Folha passando o maior vexame Sem novidades Tirando o fato da jornalista prostituta
18086,Eduardo precisam investigar a jornalista e a folha Os caras fazem o que querem com voces e nunca acontece nada Ate quando isso
18087,Se ela flertou primeiro o cara pode ter entendido o verde Quem sabe a verdade Nao ha nada ali que desminta o que ele disse alias ficou feio pra Folha e pra Jornalista
18088,Vai ser legal esse maluco comprovar o lance do sexo com a jornalista da Folha Ja comprei pipoca O maluco ta fudido mano
18089,Mas me responde uma coisa se e verdade que o tal de Hans foi a fonte da materia da jornalista como a materia foi publicada em 18 de outubro e o 1 contato com ele de acordo com materia da Folha foi em 19 de novembro
18090,A fez materia com base em provas Nenhum jornal e obrigado a mostrar as provas pra provar que esta falando a verdade e quem exige isso nem pensa em pedir de quem espalha fake news O cara vai numa CPMI e fala absurdos da jornalista O jornal prova que ele falou absurdos
18091,Tudo o que vem da esquerda brasileira e falso E pesaroso perceber o fim do jorna Folha E dificil entender o baixo papel de uma mulher que se diz jornalista A Lei do RETORNO existe e voces sentirao o peso dessa justica que se inicia
18092,A jornalista deveria ser convocada pela CPI para explicar a materia publicada na as vesperas das eleicoes Qual o limite legal e etico de um jornalista Se a materia foi mentirosa cabe um processo A militancia na imprensa e asquerosa
18093,Mentir e crime logo eu jornalista
18094,Voce esta maluca Essa militante que se diz jornalista nunca apresentou uma so prova Quem foi condenado foi o poste Hadad Tambem sou jornalista tenho o direito de mentir caluniar difamar pois minha fonte esta assegurada segundo os vermelhos
18095,ai a miga chegou para defender a falsa jornalista
18096,Ah meu Tu tambem acreditas nas provas da jornalista Como se a e todos seus funcionarios nao estivessem numa cruzada bandida contra o pais Loucos para que voltem os ladroes do PT
18097,Mais voce tem que saber qual processo especifico a justica do trabalho deve ter alguns milhoes de processos e como acha agulha no palheiro a conduta da jornalista nao foi 100 por que ela entregou algum indicio que revelou a fonte no minimo anti etico
18098,Jornal Folha de Sao Paulo inocenta jornalista da Folha de Sao Paulo
18099,Exatamente Bela jornalista e civil O que eu pergunto e algum deputado falou defendeu ou assumiu as informacoes que a tem
18100,Chegou a hora de chamar essa jornalista pra se esclarecer nessa CPI ou qual quer outra coisa A folha no desespero admitiu sem querer
18101,Se a folha tivesse alguma prova mesmo algo de peso teria mostrado no TSE repetindo a mesma ladainha na busca de holofote Duvido que a jornalista tenha oferecido algo mas isso so mostra que nao tinham e nunca vao ter pois nao passa de fake news
18102,Que a jornalista apresente as gravacoes que ele denuncia Bolsonaro se a jornalista nao o fizer e palavra contra palavra e a moral da folha e de seus associados no que concerne mentiras diante do povo nao anda muito alta
18104,Mentiroso e o CARALHO meu nome e HANS RIVER porra Aquela vagabunda la queria me dar a xereca em troca de uns papeis e se fudeu Jornalista Patricia Campos Melo da Folha de SP oferece sexo em troca de reportagem
18105,Jornalista safadinha
18107,Voces sao mesmo um lixo Espero muito que a e a jornalista inclua voces na lista de processados Alias o mentor desse site fascista lixao tambem mentiu na mesma CPI voces acham que Bolsonaro vai proteger quando a casa comecar a cair
18108,Que por sinal mem mesmo que essa publicacao a conseguiu comprovar Alias so comprova conversas entre a jornalista e a sua fonte e mais nada
18109,Quer dizer que teve jornalista da oferecendo o furo por um furo jornalistico
18110,Acho que elevaram a outro nivel aquela expressao O jornalista tem o direito de proteger suas fontes Depois de hoje tudo pode mudar
